N,wavenumber_cm-1,frequency_THz,wavelength_vac_nm,strength
257,15108.9499,452.954923,661.85937,18
258,15109.3631,452.967310,661.84127,16
259,15109.6606,452.976229,661.82823,13
260,15110.2278,452.993233,661.80339,14
261,15110.5935,453.004197,661.78737,15
262,15110.6325,453.005366,661.78567,18
263,15111.2685,453.024433,661.75781,12
264,15111.4906,453.031091,661.74809,18
265,15111.8877,453.042996,661.73070,16
266,15112.1978,453.052292,661.71712,11
267,15112.7368,453.068451,661.69352,15
268,15112.8636,453.072253,661.68797,10
269,15113.1308,453.080263,661.67627,18
270,15113.7806,453.099744,661.64782,15
271,15113.9647,453.105263,661.63976,17
272,15114.3511,453.116847,661.62285,16
273,15114.4418,453.119566,661.61888,19
274,15115.1771,453.141610,661.58669,15
275,15115.5572,453.153005,661.57005,19
276,15115.9959,453.166157,661.55085,10
277,15116.3724,453.177444,661.53438,16
278,15116.7446,453.188602,661.51809,17
279,15116.8903,453.192970,661.51171,15
280,15117.5448,453.212591,661.48307,24
281,15117.9173,453.223759,661.46677,19
282,15118.4191,453.238802,661.44482,12
283,15118.7097,453.247514,661.43211,18
284,15119.0684,453.258268,661.41641,21
285,15119.8515,453.281745,661.38216,16
286,15119.9315,453.284143,661.37866,15
287,15120.2081,453.292435,661.36656,19
288,15120.5700,453.303285,661.35073,16
289,15120.9799,453.315573,661.33280,19
290,15121.3306,453.326087,661.31746,16
291,15121.4256,453.328935,661.31331,11
292,15122.0641,453.348077,661.28539,15
293,15122.0880,453.348793,661.28434,16
294,15122.4334,453.359148,661.26924,21
295,15122.9047,453.373277,661.24863,16
296,15123.1863,453.381719,661.23632,18
297,15123.5229,453.391810,661.22160,22
298,15124.2570,453.413818,661.18951,13
299,15124.3614,453.416948,661.18494,13
300,15124.5907,453.423822,661.17492,22
301,15124.9825,453.435568,661.15779,12
302,15125.3180,453.445626,661.14312,19
303,15125.6413,453.455318,661.12899,17
304,15125.8073,453.460295,661.12174,17
305,15126.3576,453.476793,661.09769,17
306,15126.4227,453.478744,661.09484,14
307,15126.6785,453.486413,661.08366,20
308,15127.2303,453.502955,661.05955,14
309,15127.3836,453.507551,661.05285,22
310,15127.6943,453.516866,661.03927,17
311,15127.8404,453.521246,661.03289,14
312,15128.3915,453.537767,661.00881,16
313,15128.6376,453.545145,660.99805,15
314,15128.6992,453.546992,660.99536,20
315,15129.2412,453.563241,660.97168,15
316,15129.3842,453.567528,660.96543,20
317,15129.6822,453.576462,660.95242,17
318,15130.0287,453.586849,660.93728,18
319,15130.3567,453.596683,660.92295,16
320,15130.6473,453.605395,660.91026,22
321,15131.3120,453.625322,660.88122,21
322,15131.4017,453.628011,660.87731,16
323,15131.6011,453.633989,660.86860,20
324,15131.9920,453.645708,660.85153,14
325,15132.2515,453.653487,660.84019,19
326,15132.5372,453.662052,660.82772,21
327,15132.7540,453.668552,660.81825,16
328,15133.1767,453.681224,660.79979,22
329,15133.3424,453.686192,660.79256,15
330,15133.4508,453.689441,660.78782,15
331,15134.0852,453.708460,660.76012,26
332,15134.3542,453.716525,660.74838,17
333,15134.6727,453.726073,660.73447,17
334,15134.9713,453.735025,660.72144,23
335,15135.2357,453.742951,660.70990,19
336,15135.4107,453.748198,660.70226,13
337,15135.8451,453.761221,660.68329,17
338,15135.9873,453.765484,660.67709,13
339,15136.1035,453.768967,660.67202,18
340,15136.7082,453.787096,660.64562,27
341,15136.9516,453.794393,660.63500,15
342,15137.2804,453.804250,660.62065,21
343,15137.5371,453.811946,660.60945,17
344,15137.7875,453.819452,660.59852,21
345,15138.0033,453.825922,660.58910,15
346,15138.3607,453.836636,660.57351,20
347,15138.5634,453.842713,660.56466,15
348,15138.5965,453.843706,660.56322,14
349,15139.1626,453.860677,660.53852,15
350,15139.2704,453.863909,660.53381,20
351,15139.4023,453.867863,660.52806,18
352,15139.8227,453.880466,660.50972,17
353,15139.9494,453.884264,660.50419,21
354,15140.1813,453.891217,660.49407,15
355,15140.5209,453.901398,660.47926,14
356,15140.7195,453.907351,660.47059,16
357,15140.9480,453.914202,660.46063,21
358,15141.0679,453.917796,660.45540,14
359,15141.4749,453.929998,660.43764,21
360,15141.6201,453.934351,660.43131,10
361,15141.6947,453.936587,660.42806,19
362,15141.7526,453.938323,660.42553,19
363,15142.2121,453.952099,660.40549,15
364,15142.2983,453.954683,660.40173,17
365,15142.4280,453.958571,660.39607,16
366,15142.9325,453.973696,660.37407,21
367,15142.9681,453.974763,660.37252,14
368,15143.1418,453.979970,660.36494,14
369,15143.5031,453.990802,660.34919,15
370,15143.6334,453.994708,660.34351,18
371,15143.8397,454.000893,660.33451,17
372,15144.1697,454.010786,660.32012,17
373,15144.3212,454.015328,660.31352,18
374,15144.5199,454.021285,660.30485,16
375,15144.7007,454.026705,660.29697,17
376,15144.9889,454.035345,660.28441,17
377,15145.1834,454.041176,660.27593,17
378,15145.3510,454.046200,660.26862,14
379,15145.6411,454.054897,660.25597,16
380,15145.8307,454.060581,660.24771,17
381,15145.8698,454.061754,660.24600,14
382,15146.2755,454.073916,660.22832,17
383,15146.4621,454.079510,660.22018,18
384,15146.5131,454.081039,660.21796,17
385,15146.8947,454.092479,660.20133,19
386,15147.0293,454.096515,660.19546,16
387,15147.0760,454.097915,660.19343,15
388,15147.4940,454.110446,660.17521,14
389,15147.6637,454.115533,660.16781,27
390,15148.0819,454.128071,660.14959,18
391,15148.1681,454.130655,660.14583,12
392,15148.2475,454.133035,660.14237,14
393,15148.6462,454.144988,660.12500,14
394,15148.7962,454.149485,660.11846,21
395,15149.2003,454.161599,660.10085,20
396,15149.2917,454.164340,660.09687,16
397,15149.3555,454.166252,660.09409,11
398,15149.7325,454.177554,660.07766,15
399,15149.8932,454.182372,660.07066,25
400,15150.2517,454.193120,660.05504,16
401,15150.3938,454.197380,660.04885,24
402,15150.7467,454.207959,660.03348,17
403,15150.8899,454.212252,660.02724,14
404,15150.9939,454.215370,660.02271,17
405,15151.0582,454.217298,660.01991,10
406,15151.2345,454.222583,660.01223,17
407,15151.3723,454.226714,660.00622,13
408,15151.4862,454.230129,660.00126,18
409,15151.7006,454.236557,659.99192,14
410,15151.8333,454.240535,659.98614,15
411,15152.0722,454.247697,659.97574,16
412,15152.1519,454.250086,659.97226,17
413,15152.2756,454.253795,659.96688,10
414,15152.5520,454.262081,659.95484,15
415,15152.5770,454.262830,659.95375,11
416,15152.7042,454.266644,659.94821,12
417,15152.9978,454.275446,659.93542,17
418,15153.1322,454.279475,659.92957,26
419,15153.3955,454.287368,659.91810,13
420,15153.6042,454.293625,659.90901,15
421,15153.7830,454.298985,659.90123,15
422,15154.1671,454.310500,659.88450,17
423,15154.2512,454.313022,659.88084,18
424,15154.4935,454.320286,659.87029,16
425,15154.6407,454.324699,659.86388,14
426,15154.8230,454.330164,659.85594,11
427,15154.9156,454.332940,659.85191,11
428,15155.1381,454.339610,659.84222,17
429,15155.1997,454.341457,659.83954,25
430,15155.4398,454.348655,659.82909,11
431,15155.6569,454.355163,659.81963,18
432,15155.7152,454.356911,659.81710,11
433,15156.0544,454.367080,659.80233,14
434,15156.2099,454.371742,659.79556,18
435,15156.2983,454.374392,659.79171,14
436,15156.4564,454.379132,659.78483,10
437,15156.6612,454.385272,659.77591,21
438,15157.1970,454.401335,659.75259,22
439,15157.4849,454.409966,659.74006,9
440,15157.6407,454.414636,659.73328,20
441,15158.1693,454.430483,659.71027,19
442,15158.3287,454.435262,659.70334,17
443,15158.6089,454.443662,659.69114,14
444,15159.1258,454.459158,659.66865,20
445,15159.2608,454.463206,659.66277,11
446,15159.5541,454.471999,659.65001,19
447,15160.0641,454.487288,659.62782,16
448,15160.4840,454.499876,659.60955,15
449,15160.9844,454.514878,659.58778,18
450,15161.4006,454.527355,659.56967,18
451,15161.8869,454.541934,659.54852,13
452,15162.2936,454.554127,659.53082,18
453,15162.3293,454.555197,659.52927,17
454,15162.7735,454.568514,659.50995,21
455,15163.1728,454.580484,659.49258,20
456,15163.2542,454.582925,659.48904,11
457,15163.6407,454.594512,659.47223,16
458,15164.0337,454.606294,659.45514,17
459,15164.3082,454.614523,659.44320,12
460,15164.4919,454.620030,659.43522,20
461,15164.8781,454.631608,659.41842,19
462,15165.2228,454.641942,659.40343,12
463,15165.3248,454.645000,659.39900,14
464,15165.7065,454.656443,659.38240,17
465,15166.1436,454.669547,659.36340,18
466,15166.2591,454.673009,659.35838,18
467,15166.5146,454.680669,659.34727,19
468,15166.9421,454.693485,659.32869,16
469,15167.1781,454.700560,659.31843,14
470,15167.3061,454.704398,659.31286,13
471,15167.7262,454.716992,659.29460,20
472,15168.0807,454.727620,659.27919,19
473,15168.2041,454.731319,659.27383,11
474,15168.4900,454.739890,659.26140,15
475,15168.8385,454.750338,659.24626,16
476,15169.2356,454.762243,659.22900,17
477,15169.5753,454.772427,659.21424,17
478,15169.9667,454.784160,659.19723,14
479,15170.1270,454.788966,659.19026,17
480,15170.2992,454.794129,659.18278,16
481,15170.6809,454.805572,659.16619,21
482,15171.0121,454.815501,659.15180,25
483,15171.3735,454.826335,659.13610,14
484,15171.6932,454.835920,659.12221,15
485,15172.0520,454.846676,659.10663,19
486,15172.3632,454.856006,659.09311,16
487,15172.7136,454.866510,659.07789,17
488,15172.9223,454.872767,659.06882,13
489,15173.0186,454.875654,659.06464,17
490,15173.3565,454.885784,659.04996,14
491,15173.6550,454.894733,659.03700,19
492,15173.9202,454.902683,659.02548,14
493,15173.9825,454.904551,659.02277,13
494,15174.2751,454.913323,659.01006,17
495,15174.5950,454.922913,658.99617,16
496,15174.8048,454.929203,658.98706,13
497,15174.8724,454.931230,658.98412,17
498,15175.1847,454.940592,658.97056,12
499,15175.4547,454.948687,658.95884,14
500,15175.7632,454.957935,658.94544,18
501,15176.0254,454.965796,658.93406,17
502,15176.3175,454.974553,658.92138,10
503,15176.5711,454.982155,658.91036,14
504,15176.6689,454.985087,658.90612,11
505,15176.8581,454.990759,658.89790,13
506,15177.1050,454.998161,658.88719,17
507,15177.3761,455.006289,658.87542,22
508,15177.6302,455.013906,658.86439,20
509,15177.8836,455.021503,658.85339,13
510,15178.1162,455.028476,658.84329,13
511,15178.5117,455.040333,658.82612,17
512,15178.5941,455.042803,658.82255,12
513,15178.8424,455.050247,658.81177,13
514,15179.0622,455.056837,658.80223,15
515,15179.4758,455.069236,658.78428,15
516,15179.7325,455.076932,658.77314,13
517,15179.9274,455.082775,658.76468,16
518,15180.3439,455.095261,658.74660,20
519,15180.5532,455.101536,658.73752,10
520,15180.7391,455.107109,658.72946,15
521,15181.1117,455.118279,658.71329,12
522,15181.2952,455.123780,658.70533,21
523,15181.4732,455.129117,658.69760,13
524,15181.9803,455.144319,658.67560,11
525,15182.1468,455.149311,658.66838,19
526,15182.4438,455.158215,658.65549,11
527,15182.7363,455.166983,658.64280,10
528,15183.0932,455.177683,658.62732,14
529,15183.2584,455.182636,658.62015,12
530,15183.7188,455.196438,658.60018,11
531,15183.9486,455.203327,658.59022,12
532,15184.1128,455.208250,658.58309,12
533,15184.4337,455.217870,658.56918,11
534,15184.8741,455.231073,658.55008,19
535,15185.7259,455.256609,658.51314,14
536,15186.2480,455.272262,658.49050,10
537,15186.6410,455.284043,658.47346,13
538,15187.4853,455.309355,658.43685,14
539,15188.3902,455.336483,658.39762,17
540,15189.2287,455.361621,658.36128,16
541,15190.1122,455.388107,658.32298,17
542,15190.9548,455.413368,658.28647,14
543,15191.8292,455.439582,658.24858,24
544,15192.6613,455.464527,658.21253,17
545,15193.1748,455.479922,658.19028,11
546,15193.5244,455.490403,658.17514,17
547,15194.3505,455.515168,658.13935,14
548,15195.2044,455.540768,658.10237,20
549,15195.8272,455.559439,658.07540,10
550,15196.0222,455.565285,658.06695,17
551,15196.8642,455.590527,658.03049,18
1,15196.0222,455.565285,658.06695,17
2,15196.8642,455.590527,658.03049,18
3,15197.6743,455.614813,657.99541,15
4,15198.5125,455.639942,657.95913,23
5,15199.3132,455.663946,657.92446,19
6,15199.6792,455.674919,657.90862,16
7,15200.1335,455.688538,657.88896,21
8,15200.9296,455.712405,657.85450,24
9,15201.7416,455.736748,657.81936,22
10,15202.1646,455.749429,657.80106,12
11,15202.5317,455.760435,657.78518,20
12,15202.9826,455.773952,657.76567,10
13,15203.0789,455.776839,657.76150,12
14,15203.3343,455.784496,657.75045,18
15,15204.1163,455.807940,657.71662,17
16,15204.9110,455.831764,657.68224,22
17,15205.6851,455.854971,657.64876,23
18,15206.4637,455.878313,657.61509,18
19,15206.6453,455.883757,657.60724,15
20,15207.2358,455.901460,657.58170,16
21,15208.0041,455.924493,657.54848,21
22,15208.7683,455.947403,657.51544,18
23,15209.2072,455.960561,657.49647,10
24,15209.5246,455.970076,657.48275,17
25,15211.0288,456.015171,657.41773,21
26,15211.4233,456.026998,657.40068,11
27,15211.7799,456.037689,657.38527,21
28,15212.5117,456.059627,657.35364,21
29,15213.2585,456.082016,657.32138,19
30,15213.5681,456.091298,657.30800,11
31,15213.9871,456.103859,657.28990,22
32,15214.7211,456.125864,657.25819,21
33,15215.4375,456.147341,657.22724,19
34,15216.1635,456.169106,657.19588,18
35,15216.4220,456.176855,657.18472,11
36,15216.8752,456.190442,657.16515,26
37,15217.2357,456.201249,657.14958,12
38,15217.5948,456.212015,657.13407,22
39,15217.6609,456.213997,657.13122,18
40,15218.2900,456.232857,657.10405,22
41,15219.0036,456.254250,657.07324,18
42,15219.3703,456.265243,657.05741,13
43,15219.6036,456.272237,657.04734,12
44,15219.6917,456.274878,657.04353,24
45,15220.3982,456.296059,657.01303,23
46,15220.6178,456.302642,657.00355,14
47,15221.0719,456.316256,656.98395,22
48,15221.7697,456.337175,656.95384,21
49,15222.1859,456.349653,656.93587,13
50,15222.4395,456.357255,656.92493,25
51,15223.1302,456.377962,656.89512,24
52,15223.2846,456.382591,656.88846,11
53,15223.7866,456.397640,656.86680,23
54,15224.4704,456.418140,656.83730,23
55,15225.0289,456.434884,656.81320,12
56,15225.1190,456.437585,656.80932,28
57,15225.5565,456.450701,656.79044,11
58,15225.7955,456.457866,656.78013,26
59,15226.4312,456.476924,656.75271,22
60,15227.1000,456.496974,656.72387,22
61,15227.1704,456.499084,656.72083,15
62,15227.3308,456.503893,656.71391,13
63,15227.7282,456.515807,656.69678,26
64,15228.3121,456.533312,656.67160,13
65,15228.3868,456.535551,656.66837,30
66,15228.7628,456.546823,656.65216,14
67,15229.0084,456.554186,656.64157,22
68,15229.6609,456.573748,656.61344,22
69,15230.2692,456.591984,656.58721,28
70,15230.3403,456.594115,656.58415,14
71,15230.7470,456.606308,656.56661,12
72,15230.9145,456.611330,656.55939,25
73,15231.1628,456.618773,656.54869,10
74,15231.5132,456.629278,656.53359,22
75,15231.8887,456.640535,656.51740,17
76,15232.1492,456.648345,656.50617,23
77,15232.5841,456.661383,656.48743,16
78,15232.7405,456.666072,656.48069,32
79,15233.2606,456.681664,656.45828,11
80,15233.3709,456.684971,656.45352,27
81,15233.4349,456.686889,656.45077,12
82,15233.8416,456.699082,656.43324,13
83,15233.9476,456.702260,656.42867,24
84,15234.5732,456.721015,656.40172,28
85,15234.9565,456.732506,656.38520,15
86,15235.1434,456.738109,656.37715,28
87,15235.3506,456.744320,656.36822,13
88,15235.7563,456.756483,656.35075,28
89,15236.3172,456.773298,656.32658,22
90,15236.4675,456.777804,656.32011,10
91,15236.9241,456.791493,656.30044,24
92,15237.4781,456.808101,656.27658,27
93,15237.9505,456.822264,656.25623,15
94,15238.0758,456.826020,656.25084,31
95,15238.3478,456.834174,656.23912,11
96,15238.6173,456.842254,656.22752,26
97,15239.2056,456.859890,656.20218,22
98,15239.4228,456.866402,656.19283,14
99,15239.6503,456.873222,656.18304,16
100,15239.7421,456.875974,656.17908,30
101,15239.8141,456.878133,656.17598,10
102,15240.3216,456.893347,656.15413,27
103,15240.8471,456.909101,656.13151,24
104,15241.4198,456.926271,656.10685,22
105,15241.9378,456.941800,656.08456,31
106,15242.3001,456.952661,656.06896,14
107,15242.5016,456.958702,656.06029,28
108,15242.6949,456.964497,656.05197,12
109,15243.0064,456.973836,656.03856,23
110,15243.5626,456.990510,656.01462,25
111,15244.0622,457.005488,655.99312,30
112,15244.1032,457.006717,655.99136,11
113,15244.6093,457.021889,655.96958,27
114,15245.0981,457.036543,655.94855,31
115,15245.5028,457.048676,655.93114,14
116,15245.6387,457.052750,655.92529,24
117,15246.1176,457.067107,655.90469,31
118,15246.5398,457.079764,655.88652,13
119,15246.6496,457.083056,655.88180,26
120,15247.1193,457.097137,655.86160,25
121,15247.6420,457.112807,655.83911,25
122,15247.8633,457.119442,655.82959,14
123,15248.1046,457.126676,655.81922,30
124,15248.2285,457.130390,655.81389,10
125,15248.6214,457.142169,655.79699,31
126,15249.0732,457.155714,655.77756,23
127,15249.3347,457.163553,655.76631,12
128,15249.5788,457.170871,655.75582,29
129,15250.0255,457.184263,655.73661,31
130,15250.5260,457.199268,655.71509,36
131,15250.8999,457.210477,655.69901,14
132,15250.9575,457.212204,655.69654,23
133,15251.0491,457.214950,655.69260,13
134,15251.4476,457.226896,655.67547,26
135,15251.8747,457.239701,655.65710,31
136,15252.2069,457.249660,655.64282,13
137,15252.3560,457.254130,655.63641,30
138,15252.7718,457.266595,655.61854,24
139,15253.1372,457.277549,655.60284,15
140,15253.2460,457.280811,655.59816,27
141,15253.4947,457.288267,655.58747,17
142,15253.6564,457.293115,655.58052,31
143,15254.1188,457.306977,655.56065,32
144,15254.4092,457.315683,655.54817,14
145,15254.5196,457.318993,655.54342,24
146,15254.7635,457.326305,655.53294,12
147,15254.9748,457.332639,655.52386,26
148,15255.3680,457.344427,655.50697,30
149,15255.4810,457.347815,655.50211,13
150,15255.6658,457.353355,655.49417,16
151,15255.8148,457.357822,655.48777,32
152,15256.0126,457.363752,655.47927,16
153,15256.1964,457.369262,655.47137,24
154,15256.6346,457.382399,655.45255,26
155,15256.9019,457.390412,655.44106,16
156,15257.0108,457.393677,655.43638,29
157,15257.2289,457.400215,655.42702,14
158,15257.2469,457.400755,655.42624,15
159,15257.4381,457.406487,655.41803,28
160,15257.6736,457.413547,655.40791,12
161,15257.8054,457.417498,655.40225,23
162,15258.1227,457.427011,655.38862,17
163,15258.2254,457.430090,655.38421,27
164,15258.4681,457.437366,655.37379,15
165,15258.5838,457.440834,655.36882,29
166,15258.9984,457.453264,655.35101,32
167,15259.3412,457.463541,655.33629,28
168,15259.6656,457.473266,655.32236,13
169,15259.7474,457.475718,655.31884,25
170,15259.8462,457.478680,655.31460,14
171,15260.0886,457.485947,655.30419,32
172,15260.1897,457.488978,655.29985,10
173,15260.4820,457.497741,655.28730,36
174,15260.8158,457.507748,655.27296,27
175,15261.2012,457.519302,655.25642,25
176,15261.5273,457.529078,655.24241,27
